Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
Supernatural Thing,BEN E. KING,0.730018037,0.7583553,85,5,14,0.724,0.579,10,-10.933,0.0575,0.201,0.00856,0.0724,0.833,94.92,251560,4,0,0,0,0,0,69,0,1,0,13,1975,26.7
Pretty Ballerina,THE LEFT BANKE,0.678950978,0.70372014,117,15,12,0.57,0.403,8,-13.949,0.0343,0.814,3.55E-06,0.115,0.602,115.961,158240,4,1,0,0,0,0,34,0,0,0,1,1966,22.1
One More Time For Love,BILLY PRESTON &amp; SYREETA,0.392964068,0.637201581,90,52,10,0.545,0.508,11,-10.558,0.0473,0.67,0.000173,0.34,0.64,72.581,234000,4,0,0,0,2,9,53,0,1,0,1,1980,27.4
There's Got To Be Rain In Your Life,DOROTHY NORWOOD,0.492735119,0.533191144,95,88,4,0.577,0.235,5,-17.474,0.0667,0.526,1.32E-06,0.148,0.436,133.862,240040,4,0,0,0,0,9,32,0,0,0,1,1974,26.2
Janet,COMMODORES,0.565953584,0.629410254,89,87,4,0.759,0.75,8,-8.886,0.0423,0.399,0,0.0645,0.721,109.035,222667,4,0,0,0,1,9,69,1,4,0,9,1985,26
Test Of Time,ROMANTICS,0.656028533,0.680179903,90,71,6,0.736,0.644,6,-10.635,0.0344,0.0399,2.41E-05,0.0544,0.956,121.424,202773,4,0,0,0,0,0,64,0,0,0,1,1985,26
Sweeter Than Sugar,THE OHIO EXPRESS,0.204130469,0.416526224,109,96,4,0.403,0.468,4,-7.113,0.0302,0.935,1.45E-05,0.166,0.244,109.588,163880,4,0,0,0,0,0,42,0,1,0,5,1969,23.5
Hello It's Me,TODD RUNDGREN,0.829648841,0.834520079,97,5,20,0.578,0.848,5,-6.842,0.0261,0.0563,0.00426,0.0963,0.779,87.246,264093,4,2,0,0,0,0,57,0,1,6,6,1973,25.8
I Really Love You,THE STEREOS,0.57866526,0.41585804,85,29,9,0.8,0.503,8,-10.864,0.0646,0.665,1.82E-05,0.0564,0.964,133.269,138187,4,0,0,0,0,0,11,0,0,0,1,1961,19.9
Coming Up,PAUL McCARTNEY,0.72081009,0.749409548,73,1,21,0.816,0.749,8,-7.198,0.0502,0.397,0.0956,0.0673,0.884,128.935,231880,4,0,0,1,18,78,76,1,3,16,9,1980,27.4
We Are The Young,DAN HARTMAN,0.695129243,0.715506395,81,25,17,0.661,0.898,1,-6.234,0.0419,0.000832,2.93E-06,0.0686,0.627,115.046,257733,4,0,0,0,0,1,57.77835159,0,1,0,2,1984,26.6
Little Bitty,ALAN JACKSON,0.861177333,0.74187458,83,58,10,0.563,0.796,4,-7.604,0.0409,0.15,0,0.355,0.741,162.88,158080,4,0,0,0,2,20,75,0,0,33,18,1996,21.2
Mean Mistreater,GRAND FUNK RAILROAD,0.689052186,0.668435867,85,47,8,0.271,0.551,9,-8.712,0.0596,0.492,0.142,0.98,0.125,149.474,296133,3,0,0,0,0,0,61,0,0,0,6,1970,24
Butta Love,NEXT,0.81883753,0.802364699,89,16,23,0.735,0.441,1,-8.412,0.0407,0.0972,0,0.0967,0.591,108.015,296400,4,0,0,0,0,0,63,0,1,0,2,1997,21
Heart Of The Night,JUICE NEWTON,0.604583538,0.711708944,73,25,16,0.532,0.513,0,-11.419,0.0274,0.347,6.44E-06,0.146,0.676,121.093,248933,4,0,0,0,1,5,52,0,4,0,4,1982,27.1
I Just Wanna Live,GOOD CHARLOTTE,0.86126568,0.839434542,55,51,8,0.803,0.83,10,-4.636,0.0356,0.0144,0,0.103,0.935,111.033,166053,4,1,0,0,0,0,72,0,0,89,4,2005,21
A Heart In New York,ART GARFUNKEL,0.690156389,0.636736758,83,66,9,0.435,0.207,2,-18.939,0.034,0.831,0.00478,0.306,0.429,95.918,191800,4,0,0,0,8,13,55,0,0,0,2,1981,27.3
Coochie Coochie Coo,THE HUDSON BROTHERS,0.234756569,0.473990142,108,108,5,0.346,0.842,7,-8.275,0.0661,0.474,0.000704,0.105,0.629,177.34,142507,4,0,0,0,0,0,57.77835159,0,0,0,1,1975,26.7
Starry Eyed Surprise,OAKENFOLD featuring SHIFTY SHELLSHOCK,0.705909414,0.728998191,63,41,8,0.721,0.794,4,-6.134,0.132,0.0195,0.00013,0.283,0.562,103.211,228493,4,0,0,0,0,0,54,0,0,103,1,2002,20.8
Paying The Price Of Love,BEE GEES,0.638798678,0.721819604,87,74,9,0.699,0.865,11,-7.367,0.0569,0.0626,8.44E-05,0.0327,0.811,105.027,252133,4,0,0,1,5,9,77,3,3,0,8,1993,22.2
I Don't Know Why (I Just Do),MARTY ROBBINS,0.502813534,0.530758421,108,108,1,0.488,0.181,7,-14.341,0.0319,0.952,0.00469,0.113,0.155,96.461,145133,3,0,0,0,2,4,61,1,1,0,10,1977,27.3
You Were Only Fooling,VIC DAMONE,0.308242035,0.594937926,100,30,10,0.497,0.457,8,-12.482,0.0311,0.725,0,0.0476,0.489,121.092,153298,4,0,0,0,0,0,45,0,0,0,2,1965,21.7
Fool To Cry,ROLLING STONES,0.79689134,0.798872184,63,10,15,0.412,0.463,5,-7.316,0.0523,0.898,0.117,0.111,0.268,68.125,305400,4,0,0,1,2,11,84,4,6,0,13,1976,26.9
Just A Little Bit Better,HERMAN'S HERMITS,0.596414892,0.652483979,64,7,10,0.619,0.634,3,-7.331,0.0351,0.594,0,0.0881,0.742,139.197,173653,4,0,0,0,0,0,55,2,7,0,8,1965,21.7
Still Water,FOUR TOPS,0.737350532,0.717640444,67,11,14,0.514,0.544,10,-12.395,0.0252,0.328,0.00044,0.761,0.959,94.044,194693,4,0,0,1,0,1,68,1,1,0,13,1970,24
Shakedown Cruise,JAY FERGUSON,0.653814252,0.631241581,77,31,14,0.648,0.544,9,-15.189,0.0301,0.162,0,0.129,0.808,113.711,252440,4,0,0,0,0,0,32,0,1,0,1,1979,27.4
Cupid,SPINNERS,0.696520693,0.775207626,67,4,19,0.759,0.803,9,-6.036,0.0386,0.392,0,0.144,0.877,122.824,235733,4,0,0,0,0,6,61,0,3,0,8,1980,27.4
Can't Hold Us Down,CHRISTINA AGUILERA feat LIL' KIM,0.881334619,0.851963194,74,12,20,0.859,0.658,8,-4.481,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267,4,0,0,0,5,18,82,0,0,0,1,2003,20.9
Night Of Your Life,DAVID GUETTA featuring JENNIFER HUDSON,0.737513545,0.836675127,81,81,1,0.741,0.704,10,-5.803,0.0439,0.0101,0,0.186,0.362,128.021,221960,4,0,0,0,2,9,90,0,0,0,1,2011,20.9
I'd Wait A Million Years,GRASS ROOTS,0.646547125,0.689381671,105,15,16,0.693,0.452,10,-13.001,0.0387,0.398,0,0.0614,0.794,128.401,171160,4,0,0,0,0,0,53,0,0,0,6,1969,23.5
Pardon Me,BILLY BLAND,0.240281434,0.28048157,104,102,3,0.589,0.385,4,-12.536,0.0265,0.32,0.000343,0.166,0.388,97.434,233200,3,0,0,0,0,0,15,0,1,0,2,1960,19.6
Sugaree,RUSTY YORK,0.455840078,0.323620851,105,77,4,0.483,0.615,1,-11.196,0.031,0.111,1.36E-05,0.133,0.966,144.719,160733,4,0,0,0,0,0,15,0,0,0,1,1959,19.6
"Well, I Ask You",EDEN KANE,0.46064326,0.338190483,119,119,1,0.776,0.523,0,-12.36,0.0384,0.604,0,0.0726,0.946,119.044,141960,4,0,0,0,0,0,24,0,0,0,0,1961,19.9
Stole,KELLY ROWLAND,0.817081352,0.821543525,76,27,20,0.649,0.718,7,-4.984,0.0594,0.00676,4.26E-06,0.174,0.477,79.993,249293,4,0,0,0,4,17,74,0,0,7,3,2002,20.8
Games People Play,INNER CIRCLE,0.767769464,0.689039416,88,84,5,0.73,0.892,9,-5.298,0.17,0.0807,0,0.323,0.953,170.594,208230,4,0,0,0,1,2,63,0,1,0,3,1994,21.8
MVP,MARY J. BLIGE,0.646346031,0.785719523,86,75,8,0.749,0.739,1,-4.409,0.104,0.14,0,0.129,0.452,100.007,201213,4,0,0,0,0,0,75,1,1,12,17,2005,21
The Lover In Me,SHEENA EASTON,0.685017566,0.794801384,99,2,25,0.822,0.811,7,-8.537,0.0461,0.0251,0,0.0593,0.933,115.207,301373,4,0,0,0,2,6,51,1,3,0,5,1988,24.5
Music To Watch Girls By,ANDY WILLIAMS,0.740277048,0.598151157,80,34,8,0.432,0.574,8,-10.491,0.0333,0.738,0.000194,0.51,0.606,157.483,154240,4,0,0,0,1,4,68,0,3,0,16,1967,22.5
Freaky Dancin',CAMEO,0.649290956,0.631415065,108,102,6,0.944,0.656,11,-10.898,0.0505,0.0301,0.0122,0.0567,0.851,120.471,323200,4,0,0,0,0,1,59,0,1,0,1,1981,27.3
"Bucket ""T""",RONNY AND THE DAYTONAS,0.463721113,0.37963646,130,54,8,0.548,0.951,8,-7.583,0.0628,0.746,0,0.392,0.631,105.686,157173,4,0,0,0,0,0,24,0,0,0,4,1964,21.2
Ass Like That,EMINEM,0.88039686,0.84846252,83,60,7,0.505,0.795,2,-6.283,0.434,0.453,0,0.0998,0.734,89.669,265480,3,0,0,0,15,43,95,2,8,11,11,2005,21
Yolanda,"BOBBY ""BLUE"" BLAND",0.59690206,0.557084571,104,104,2,0.543,0.716,11,-7.788,0.064,0.512,0.0291,0.216,0.86,95.97,188760,4,0,0,1,0,0,54,0,0,0,4,1975,26.7
You're My Better Half,KEITH URBAN,0.787528758,0.790090233,73,33,20,0.655,0.747,4,-4.41,0.0333,0.0369,1.29E-06,0.0449,0.613,118.054,239400,4,0,0,0,4,18,78,0,0,40,30,2004,20.9
Anymore,TERESA BREWER,0.211170093,0.559522447,115,31,18,0.484,0.377,7,-11.145,0.0365,0.879,0,0.63,0.539,122.784,141467,4,0,0,0,0,0,38,0,0,0,4,1960,19.6
Gonna Send You Back To Walker,THE ANIMALS,0.60155545,0.60175089,72,57,3,0.602,0.77,2,-4.931,0.026,0.67,0.0303,0.225,0.974,99.441,149800,4,0,0,0,0,0,71,1,0,0,3,1964,21.2
Is It True,BRENDA LEE,0.557333519,0.595313822,103,17,10,0.729,0.796,9,-10.164,0.0377,0.465,2.31E-06,0.217,0.765,125.428,149427,4,0,0,1,0,4,63,2,8,0,15,1964,21.2
Teasin' You,WILLIE TEE,0.502110881,0.448699393,109,97,7,0.722,0.358,1,-10.904,0.0399,0.347,0,0.112,0.734,61.039,165333,4,0,0,0,0,0,24,0,0,0,1,1965,21.7
Mississippi Girl,FAITH HILL,0.783158023,0.832850754,85,29,20,0.499,0.765,9,-4.148,0.0521,0.113,0,0.0509,0.665,83.916,232707,4,0,0,0,5,17,71,0,4,14,11,2005,21
Disco-Fied,RHYTHM HERITAGE,0.373131951,0.448157057,103,101,3,0.746,0.871,0,-7.352,0.0468,0.0673,0.375,0.343,0.946,100.883,232627,4,0,0,0,0,0,23,1,0,0,0,1976,26.9
Tonite,DJ QUIK,0.8333991,0.684540117,89,49,9,0.965,0.449,0,-15.225,0.237,0.0502,1.17E-06,0.267,0.722,105.392,323267,4,0,0,0,0,0,60,0,0,0,2,1991,23
I've Got Love On My Mind,NATALIE COLE,0.678148119,0.78474203,84,5,21,0.375,0.48,8,-8.254,0.0436,0.673,0.000304,0.074,0.409,205.488,260240,3,0,0,0,9,21,57.77835159,0,5,7,6,1977,27.3
Hole In The Head,SUGABABES,0.714221908,0.752206873,98,96,2,0.804,0.929,6,-5.011,0.0343,0.0298,0,0.155,0.936,125.001,218173,4,0,0,0,0,0,64,0,0,0,1,2004,20.9
Holidae In,CHINGY featuring LUDACRIS &amp; SNOOP DOGG,0.834860921,0.820219232,73,3,21,0.81,0.791,7,-5.909,0.181,0.0893,0,0.0838,0.948,153.067,314352,4,0,0,0,0,0,64,0,1,0,0,2003,20.9
Overjoyed,STEVIE WONDER,0.800196651,0.675093573,76,24,13,0.367,0.271,10,-17.318,0.0316,0.552,0,0.147,0.162,83.078,222586,4,0,0,1,25,74,57.77835159,6,12,0,23,1986,25.5
Cry Baby Cry,THE ANGELS,0.430614677,0.600517899,88,38,11,0.319,0.313,7,-12.775,0.0281,0.827,0.000126,0.37,0.472,171.878,170200,3,0,0,0,0,0,52,1,0,0,6,1962,20.2
Take You Home,ANGIE MARTINEZ featuring KELIS,0.660805712,0.691409875,95,85,5,0.595,0.639,7,-3.159,0.275,0.0663,0,0.0588,0.7,95.912,233227,4,0,0,0,0,1,37,0,0,0,1,2003,20.9
You Mean The World To Me,TONI BRAXTON,0.811294195,0.83430949,86,7,31,0.595,0.736,11,-6.648,0.0469,0.0964,9.28E-06,0.104,0.521,167.669,296400,4,1,0,0,7,11,68,1,4,0,4,1994,21.8
Danza Kuduro,DON OMAR &amp; LUCENZO,0.970880917,0.875880116,82,82,5,0.467,0.92,0,-4.78,0.239,0.0813,0,0.0494,0.849,130.012,198773,4,1,0,0,0,0,84,0,0,0,1,2011,20.9
"What A Catch, Donnie",FALL OUT BOY,0.82406714,0.826588201,94,94,1,0.481,0.712,5,-4.13,0.0362,0.0415,1.16E-06,0.206,0.425,127.948,290800,4,0,0,0,0,1,87,0,4,0,12,2008,21
Listen,COLLECTIVE SOUL,0.733361176,0.708010121,79,72,11,0.572,0.817,2,-6.23,0.0285,0.0496,1.95E-05,0.105,0.736,99.023,252267,4,0,0,0,0,0,64,0,0,0,6,1997,21
A Matter Of Trust,BILLY JOEL,0.820728683,0.795108844,71,10,18,0.738,0.662,2,-8.371,0.0268,0.0589,4.54E-05,0.306,0.88,110.304,248747,4,1,0,0,5,23,79,3,7,0,24,1986,25.5
The Show Must Go On,THREE DOG NIGHT,0.768564012,0.772217209,90,4,19,0.592,0.647,5,-11.43,0.0328,0.125,0.00166,0.141,0.78,101.493,207333,4,0,0,0,0,2,61,3,7,75,9,1974,26.2
Is It Really Over,JIM REEVES,0.660252111,0.604522204,123,79,8,0.275,0.241,10,-14.526,0.0293,0.805,0.0124,0.135,0.221,80.842,134640,4,0,0,0,0,10,58,0,1,31,12,1965,21.7
The Pride (Part 1),THE ISLEY BROTHERS,0.438570474,0.589956557,90,63,5,0.898,0.853,11,-5.863,0.118,0.114,0.0108,0.0415,0.81,115.299,201360,4,0,0,1,0,0,69,0,1,0,12,1977,27.3
Fat Boy,MAX-A-MILLION,0.75491367,0.712246712,89,69,20,0.818,0.924,5,-7.777,0.0467,0.00784,0.00164,0.121,0.942,126.964,283200,4,0,0,0,0,0,57.77835159,0,0,0,1,1995,21.4
Do Somethin',BRITNEY SPEARS,0.791628497,0.820549737,100,100,1,0.845,0.935,4,-3.262,0.0671,0.0278,3.59E-05,0.37,0.962,129.943,204493,4,0,0,0,1,8,83,4,7,0,14,2005,21
I Pretend,KIM CARNES,0.231644778,0.614063394,85,74,5,0.704,0.0606,4,-19.36,0.0421,0.842,0.000279,0.131,0.534,133.646,187559,4,0,0,0,2,8,63,1,1,0,9,1984,26.6
Carrie Ann,THE HOLLIES,0.365036566,0.714524632,113,9,14,0.439,0.881,0,-7.617,0.0365,0.00103,0.859,0.223,0.625,129.99,195991,4,0,0,0,0,0,67,0,4,0,10,1967,22.5
Temperature,SEAN PAUL,0.933848751,0.927974819,74,1,31,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,218573,4,1,0,0,1,8,87,2,4,0,3,2006,21
Bits And Pieces,THE DAVE CLARK FIVE,0.335870732,0.715987367,103,4,12,0.758,0.518,0,-12.926,0.0345,0.2,0,0.072,0.965,143.125,117721,4,0,0,0,0,0,57.77835159,0,1,28,4,1964,21.2
Loop De Loop,THE SOUL SISTERS,0.32856089,0.303328588,107,107,2,0.624,0.718,2,-11.006,0.0475,0.475,0.852,0.0897,0.843,123.008,214600,4,0,0,0,0,0,15,0,0,0,1,1964,21.2
Sartorial Eloquence,ELTON JOHN,0.527748822,0.539197306,82,39,12,0.557,0.31,1,-15.131,0.0298,0.386,4.18E-06,0.214,0.454,142.202,282267,4,0,0,0,5,34,81,4,15,5,31,1980,27.4
Leaving Here,EDDIE HOLLAND,0.649592737,0.410797178,125,76,7,0.376,0.742,5,-9.733,0.0518,0.577,0,0.146,0.914,203.486,152200,4,0,0,0,0,0,23,0,0,37,3,1964,21.2
Even A Fool Can See,PETER CETERA,0.724818822,0.709610899,71,68,13,0.774,0.491,0,-11.6,0.0267,0.345,0.00987,0.326,0.685,119.565,271400,4,0,0,0,1,14,63,0,1,0,4,1993,22.2
Wrecking Ball,MILEY CYRUS,0.971893508,0.980928101,50,1,32,0.53,0.422,5,-6.262,0.0342,0.407,0,0.107,0.349,119.964,221360,4,2,0,0,0,1,87,1,6,0,7,2013,20.9
How Country Feels,RANDY HOUSER,0.880610042,0.844753654,100,42,20,0.678,0.839,7,-3.617,0.0394,0.0379,0,0.0742,0.772,104.952,185907,4,0,0,0,0,0,69,0,0,0,5,2012,20.9
Big In Vegas,BUCK OWENS,0.590720106,0.572798755,100,100,1,0.377,0.42,2,-12.399,0.0272,0.509,0,0.314,0.658,178.901,186000,4,0,0,0,0,5,55,0,0,43,5,1969,23.5
Some People Change,MONTGOMERY GENTRY,0.780929974,0.781249684,97,57,13,0.55,0.61,2,-6.358,0.0388,0.0456,0,0.11,0.357,168.186,201867,4,0,0,0,0,1,66,0,0,60,16,2006,21
Apple Of My Eye,THE FOUR SEASONS,0.644285396,0.495429018,109,106,3,0.355,0.522,9,-16.187,0.0539,0.699,0.000387,0.361,0.398,112.425,232000,4,0,0,0,0,0,68,1,5,0,8,1964,21.2
I'll Never Find Another (Find Another Like You),THE MANHATTANS,0.666634981,0.527533611,109,109,1,0.71,0.664,10,-11.438,0.0451,0.0999,0,0.0713,0.96,104.98,259733,4,0,0,0,0,0,56,0,0,0,6,1980,27.4
Johnny One Time,BRENDA LEE,0.619559574,0.609968091,120,41,13,0.589,0.48,7,-10.205,0.0289,0.129,0,0.104,0.458,99.136,222947,4,0,0,1,0,4,63,2,8,0,15,1969,23.5
Reminisce,MARY J. BLIGE,0.807500575,0.771923295,63,57,20,0.638,0.695,2,-8.158,0.0749,0.0486,1.17E-05,0.26,0.586,91.427,323133,4,0,0,0,0,0,75,1,1,0,17,1992,22.6
Music Is Love,DAVID CROSBY,0.725347446,0.559157731,104,95,4,0.477,0.28,1,-14.97,0.0267,0.23,0,0.0888,0.362,89.875,202573,4,0,0,0,1,9,53,0,0,0,1,1971,24.7
Everytime You Go Away,PAUL YOUNG,0.791096608,0.852963079,70,1,23,0.607,0.643,5,-11.493,0.0435,0.177,0.000153,0.118,0.715,164.256,321573,4,0,0,0,0,5,63,1,1,75,4,1985,26
What's Happening,WADE FLEMONS,0.200057472,0.249315938,97,94,2,0.587,0.691,5,-7.809,0.0433,0.837,0,0.185,0.919,135.743,146507,4,0,0,0,0,0,9,0,0,0,2,1960,19.6
Don't Leave Me This Way,THELMA HOUSTON,0.782916411,0.832461093,85,1,24,0.531,0.667,0,-9.721,0.059,0.0986,5.74E-06,0.0915,0.731,121.065,218907,4,7,0,0,1,2,49,1,0,0,3,1976,26.9
Don't Look Any Further,DENNIS EDWARDS,0.799876336,0.674543514,81,72,6,0.753,0.692,9,-7.656,0.0405,0.0512,0.00214,0.0663,0.889,95.15,243480,4,0,0,0,2,3,46,0,0,25,1,1984,26.6
Let Me Serenade You,THREE DOG NIGHT,0.621216889,0.671878684,84,17,12,0.494,0.671,8,-12.085,0.053,0.185,5.19E-06,0.248,0.727,110.678,181400,4,0,0,0,0,2,61,3,7,0,9,1973,25.8
Turn Turn Turn / To Everything There Is A Season,JUDY COLLINS,0.685140609,0.570855557,115,69,8,0.451,0.166,8,-10.535,0.0396,0.846,4.54E-06,0.108,0.48,125.386,216533,4,0,0,0,1,6,53,0,0,0,8,1969,23.5
I Should Be Laughing,PATTY SMYTH,0.513097321,0.65043992,98,86,4,0.462,0.48,6,-10.735,0.0299,0.296,0,0.223,0.296,171.116,305933,4,0,0,0,0,1,48,0,1,0,2,1993,22.2
Devil's Angels,DAVIE ALLAN AND THE ARROWS,0.546646296,0.33245604,105,105,2,0.373,0.673,2,-4.494,0.0308,5.67E-06,0.916,0.099,0.438,126.85,100013,4,0,0,0,0,0,19,0,0,0,1,1967,22.5
Love Will Never Do,JANET JACKSON,0.742581091,0.85610499,89,1,22,0.746,0.946,1,-8.809,0.0442,0.141,0.00465,0.458,0.534,103.179,350000,4,0,0,0,5,26,72,6,6,0,3,1990,23.5
Itchycoo Park,THE SMALL FACES,0.690152798,0.579431352,116,16,19,0.549,0.886,2,-5.222,0.0565,0.253,0,0.185,0.459,138.004,161541,4,0,0,0,0,0,19,0,0,85,2,1967,22.5
Backfield In Motion,MEL &amp; TIM,0.595107584,0.663969952,48,10,14,0.685,0.721,2,-5.763,0.0426,0.703,0,0.278,0.951,122.567,154560,4,0,0,0,0,0,36,0,1,0,1,1969,23.5
Devil's Gun,C.J. AND CO.,0.739727336,0.655767042,98,36,29,0.739,0.803,0,-5.117,0.0736,0.0779,0.000888,0.29,0.82,125.362,215667,4,0,0,0,0,0,27,0,0,67,1,1977,27.3
Skyscraper,DEMI LOVATO,0.925995223,0.909295011,10,10,15,0.484,0.604,7,-3.314,0.0328,0.149,0,0.131,0.181,103.316,221293,4,1,0,0,0,1,93,0,2,0,13,2011,20.9
Work Bitch,BRITNEY SPEARS,0.933977295,0.876190438,12,12,12,0.629,0.824,9,-6.53,0.159,0.155,0.000628,0.0651,0.852,128.01,247960,4,0,0,0,1,8,83,4,7,0,14,2013,20.9
Lonely And Gone,MONTGOMERY GENTRY,0.741663977,0.780593939,99,46,19,0.531,0.696,4,-6.729,0.0258,0.15,0.00016,0.36,0.488,163.912,199599,4,0,0,0,0,1,66,0,0,39,16,1999,21
The Puppet Song,FRANKIE AVALON,0.425039844,0.455692375,86,56,7,0.679,0.64,11,-11.078,0.0432,0.839,0,0.115,0.803,124.977,152507,4,0,0,0,0,1,48,0,3,0,9,1960,19.6
Leave It Alone,THE DYNAMIC SUPERIORS,0.654772439,0.536310906,110,102,4,0.302,0.553,2,-8.455,0.0304,6.71E-05,0.00909,0.296,0.404,140.624,360480,4,0,0,0,0,0,57.77835159,0,0,0,1,1975,26.7
Endless Love,DIANA ROSS &amp; LIONEL RICHIE,0.848904732,0.880294925,54,1,27,0.446,0.369,10,-9.601,0.0254,0.675,0.000324,0.148,0.21,93.645,266267,4,2,0,1,0,12,73,1,0,0,0,1981,27.3
Yes Sir That's My Baby,RICKY NELSON,0.473704349,0.553420762,114,34,9,0.604,0.761,4,-10.013,0.0415,0.474,0,0.295,0.944,81.242,116867,4,0,0,0,0,0,57.77835159,0,5,0,8,1960,19.6
Heart Don't Lie,LaTOYA JACKSON,0.533089795,0.517405104,80,56,8,0.74,0.769,0,-10.636,0.0418,0.277,0.000691,0.322,0.97,135.819,277467,4,0,0,0,0,0,16,0,0,0,1,1984,26.6
Pop Lock And Drop It,HUEY,0.867952341,0.849176528,98,6,23,0.745,0.568,0,-8.332,0.164,0.000756,0,0.159,0.493,144.14,263240,4,0,0,0,0,0,49,0,1,0,0,2007,20.9
Power Of Love / Love Power,LUTHER VANDROSS,0.764151475,0.786829664,63,4,18,0.602,0.911,0,-6.615,0.0387,0.0174,3.47E-05,0.0735,0.851,92.357,402413,4,0,0,0,8,33,57.77835159,0,3,0,14,1991,23
Blurry,PUDDLE OF MUDD,0.865837847,0.869203246,72,5,38,0.431,0.94,3,-4.462,0.0563,0.00916,0,0.142,0.484,157.477,304000,4,0,0,0,0,0,68,0,1,0,4,2001,20.9
The Rest Of Mine,TRACE ADKINS,0.715461844,0.741124629,93,70,16,0.579,0.477,7,-5.646,0.0247,0.378,8.97E-06,0.0776,0.297,85.445,193867,4,0,0,0,0,3,65,0,0,25,17,1997,21
Days Are Numbers,ALAN PARSONS PROJECT,0.643806521,0.659540667,90,71,5,0.594,0.52,0,-13.177,0.0313,0.572,1.99E-06,0.0719,0.492,82.029,266840,4,0,0,0,0,12,65,0,0,0,7,1985,26
Yes We Can Can,THE POINTER SISTERS,0.7214887,0.831445165,92,11,16,0.786,0.544,7,-14.04,0.247,0.0262,0.000874,0.0939,0.81,89.95,362733,4,1,0,0,0,0,67,0,0,0,6,1973,25.8
Agnes English,JOHN FRED AND HIS PLAYBOY BAND,0.177430949,0.213008413,133,125,4,0.3,0.636,7,-10.015,0.0682,0.0122,0.0105,0.525,0.849,171.812,135524,4,0,0,0,0,0,0,1,0,0,0,1967,22.5
Somethin' 'bout 'cha,LATIMORE,0.57334182,0.617449483,105,37,12,0.543,0.725,6,-6.298,0.0778,0.827,7.53E-05,0.629,0.782,107.526,281785,4,0,0,0,0,0,35,0,0,0,2,1977,27.3
Ain't Love A Bitch,ROD STEWART,0.63443557,0.693194711,73,22,12,0.614,0.661,9,-9.663,0.0313,0.22,0.000227,0.0915,0.65,124.027,279707,4,0,0,0,1,15,77,3,10,0,19,1979,27.4
Prom Queen,LIL WAYNE,0.835053102,0.877500532,17,15,11,0.509,0.865,7,-4.762,0.0687,3.39E-05,2.56E-05,0.187,0.442,144.107,217400,4,0,0,0,5,24,93,0,1,0,13,2009,21
Voice Your Choice,THE RADIANTS,0.514334866,0.471477796,131,51,11,0.324,0.629,10,-7.964,0.0402,0.822,1.35E-06,0.563,0.914,203.744,155307,4,0,0,0,0,0,18,0,0,0,1,1964,21.2
Whodunit,TAVARES,0.641094911,0.671548026,71,22,15,0.757,0.701,3,-8.977,0.0477,0.603,0,0.259,0.822,96.645,215893,4,0,0,0,1,2,57.77835159,0,1,0,8,1977,27.3
Baby I Love Your Way,PETER FRAMPTON,0.830751925,0.753585986,77,12,16,0.48,0.781,7,-5.687,0.0305,0.445,4.10E-05,0.807,0.495,142.873,281067,4,0,0,0,1,5,61,0,2,0,5,1976,26.9
Some Days You Gotta Dance,DIXIE CHICKS,0.727805781,0.791875107,71,55,19,0.626,0.903,4,-8.072,0.0694,0.307,0.0007,0.0383,0.909,170.229,147933,4,0,0,0,12,19,69,0,1,0,10,2002,20.8
Teach Me Tiger,APRIL STEVENS,0.706899315,0.372264209,99,86,3,0.587,0.16,10,-18.767,0.0548,0.484,6.01E-05,0.134,0.568,116.263,143200,4,0,0,0,1,1,30,0,0,0,1,1959,19.6
Big City Sidewalk,C.J. AND CO.,0.167468727,0.529978949,106,106,1,0.658,0.641,11,-10.72,0.0521,0.0067,0.0102,0.34,0.913,141.449,383427,4,0,0,0,0,0,27,0,0,0,1,1978,27.3
I Want Someone,MAD LADS,0.552363202,0.436606055,93,74,6,0.557,0.3,8,-9.335,0.0289,0.879,0.000362,0.0883,0.35,138.7,161600,4,0,0,0,0,0,33,0,0,0,2,1966,22.1
Time Was,CANNED HEAT,0.723739339,0.599761727,125,67,6,0.646,0.546,0,-14.012,0.0321,0.492,0.316,0.227,0.796,97.946,201773,4,0,0,0,0,0,59,0,0,0,4,1969,23.5
Check On It,BEYONCE featuring SLIM THUG,0.688742033,0.910039669,72,1,28,0.718,0.733,2,-5.401,0.297,0.0141,0,0.308,0.503,166.06,234333,4,0,0,0,22,62,92,1,0,0,0,2005,21
The Remedy (I Won't Worry),JASON MRAZ,0.84979546,0.885746024,70,15,28,0.589,0.867,10,-4.523,0.0385,0.04,0,0.306,0.795,94.519,256441,4,0,0,0,2,4,81,0,2,53,3,2003,20.9
The Shag (Is Totally Cool),BILLY GRAVES,0.196277742,0.247272147,72,53,9,0.637,0.676,7,-6.391,0.0436,0.731,8.90E-06,0.297,0.949,142.871,135867,4,0,0,0,0,0,2,0,0,0,2,1959,19.6
