,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
103,Stop! In The Name Of Love,GLEE CAST,11/27/2010,38,38,1,39,4439787,0.648,0.767,5.0,-5.105,0.0,0.0359,0.0282,0.0,0.0357,0.6459999999999999,119.98700000000001,209787.0,4.0,0,0,0,81.0,0,1,70
104,Can't You Hear My Heartbeat,HERMAN'S HERMITS,1/30/1965,85,2,15,33,392184,0.581,0.63,9.0,-7.836,1.0,0.0334,0.0925,0.0,0.0648,0.91,136.994,134840.0,3.0,0,0,0,55.0,2,7,8
105,Shotgun,JUNIOR WALKER &amp; THE ALL STARS,2/13/1965,80,4,14,49,842649,0.747,0.6709999999999999,1.0,-5.737,1.0,0.0332,0.18100000000000002,5.24e-06,0.061,0.6809999999999999,120.98,176627.0,4.0,2,0,0,58.0,0,1,3
106,The Birds And The Bees,JEWEL AKENS,1/23/1965,100,3,14,12,1001547,0.7559999999999999,0.5379999999999999,6.0,-9.826,1.0,0.0336,0.18899999999999997,0.00159,0.0421,0.973,112.12899999999999,122733.0,4.0,0,0,0,24.0,0,1,1
107,King Of The Road,ROGER MILLER,1/30/1965,63,4,13,54,4879232,0.731,0.204,11.0,-18.934,1.0,0.0727,0.51,2.02e-05,0.0894,0.6990000000000001,121.81700000000001,143373.0,4.0,2,0,0,57.0,0,5,9
108,Game Of Love,WAYNE FONTANA AND THE MINDBENDERS,3/13/1965,117,1,12,28,528791,0.575,0.843,9.0,-4.298,1.0,0.0328,0.0946,0.0,0.19699999999999998,0.953,109.25399999999999,127093.0,4.0,1,0,0,34.0,1,0,0
109,Nowhere To Run,SANTANA,11/27/1982,79,66,8,17,43874,0.485,0.527,4.0,-15.904000000000002,0.0,0.0362,0.027999999999999997,0.0334,0.302,0.622,139.029,244227.0,4.0,0,0,0,75.0,0,2,12
110,I Know A Place,PETULA CLARK,3/20/1965,94,3,12,33,1043035,0.434,0.722,4.0,-9.637,1.0,0.0496,0.735,1.1599999999999999e-05,0.634,0.614,137.936,162600.0,4.0,0,0,0,53.0,0,4,11
111,Red Roses For A Blue Lady,WAYNE NEWTON,2/6/1965,127,23,12,17,60758,0.39399999999999996,0.27899999999999997,6.0,-11.905,1.0,0.0308,0.866,0.0,0.16899999999999998,0.49700000000000005,113.988,143507.0,4.0,0,0,0,46.0,0,1,8
112,Eight Days A Week,BEATLES,2/20/1965,53,1,10,55,1855709,0.652,0.583,9.0,-7.811,1.0,0.038,0.41200000000000003,0.0,0.11900000000000001,0.7440000000000001,138.134,163600.0,4.0,0,0,0,89.0,11,6,9
113,Do You Wanna Dance,LOVE SOCIETY,8/10/1968,118,108,6,0,8400,0.862,0.521,6.0,-7.648,1.0,0.24100000000000002,0.0733,0.0,0.127,0.705,97.023,219520.0,4.0,0,0,0,57.77835159102765,0,0,0
114,Tired Of Waiting For You,KINKS,3/6/1965,114,6,12,43,1079414,0.674,0.7020000000000001,0.0,-9.722999999999999,1.0,0.0354,0.419,0.0,0.249,0.871,122.096,149880.0,4.0,0,0,0,72.0,0,3,6
115,Goldfinger,JACK LaFORGE ORCHESTRA,1/16/1965,119,96,8,1,78116,0.6829999999999999,0.904,9.0,-4.394,1.0,0.0327,0.0856,0.0,0.263,0.922,138.071,173600.0,4.0,0,0,0,57.77835159102765,0,0,1
116,Go Now,MOODY BLUES,2/13/1965,130,10,15,38,653185,0.33399999999999996,0.474,5.0,-11.959000000000001,0.0,0.0373,0.586,0.0,0.14400000000000002,0.635,118.24799999999999,191200.0,3.0,1,0,0,64.0,0,2,5
117,The Race Is On,JACK JONES,2/20/1965,129,15,12,10,22293,0.5760000000000001,0.784,6.0,-7.9510000000000005,1.0,0.039,0.7290000000000001,0.0,0.12300000000000001,0.932,91.259,107827.0,3.0,0,0,0,46.0,0,0,8
118,Long Lonely Nights,BOBBY VINTON,3/6/1965,80,17,7,35,25090,0.295,0.365,0.0,-8.91,1.0,0.0296,0.836,0.0,0.0699,0.268,77.95100000000001,148760.0,4.0,0,0,0,57.0,3,3,16
119,Ferry Cross The Mersey,GERRY AND THE PACEMAKERS,2/6/1965,61,6,11,45,5315458,0.405,0.365,6.0,-10.226,0.0,0.0289,0.255,4.68e-06,0.163,0.588,104.536,141987.0,4.0,0,0,0,52.0,0,3,3
120,The Clapping Song,SHIRLEY ELLIS,3/20/1965,75,8,9,38,1571811,0.715,0.7090000000000001,7.0,-9.296,0.0,0.0586,0.0929,0.0218,0.111,0.596,165.956,191187.0,4.0,0,0,0,36.0,0,2,3
121,Do The Clam,ELVIS PRESLEY,2/27/1965,68,21,8,18,174602,0.6920000000000001,0.63,1.0,-11.612,1.0,0.0442,0.2,6.38e-06,0.604,0.932,128.965,196680.0,4.0,0,0,1,82.0,2,13,48
122,Send Me The Pillow You Dream On,JOHNNY TILLOTSON,8/11/1962,70,17,9,27,633873,0.33399999999999996,0.31,2.0,-9.126,1.0,0.0295,0.703,1.27e-05,0.27899999999999997,0.48,109.171,173960.0,4.0,0,0,0,49.0,0,3,16
123,If I Loved You,CHAD &amp; JEREMY,2/20/1965,77,23,9,18,35659,0.496,0.42100000000000004,0.0,-13.538,1.0,0.0272,0.762,0.000303,0.17600000000000002,0.42700000000000005,112.303,137693.0,3.0,0,0,0,39.0,0,0,5
124,I'll Be Doggone,MARVIN GAYE,3/20/1965,80,8,12,29,45100,0.693,0.765,2.0,-6.615,1.0,0.0401,0.455,0.0,0.151,0.746,133.381,166733.0,4.0,0,0,1,78.0,2,9,17
125,Don't Let Me Be Misunderstood,SANTA ESMERALDA starring LEROY GOMEZ,11/5/1977,91,15,19,56,1153951,0.669,0.815,9.0,-8.998,0.0,0.0838,0.0329,0.00105,0.0498,0.784,117.809,628547.0,4.0,0,0,0,49.0,0,0,1
126,Come And Stay With Me,MARIANNE FAITHFULL,2/27/1965,93,26,9,7,110524,0.379,0.419,5.0,-11.589,1.0,0.0281,0.603,0.000267,0.0822,0.665,155.96200000000002,147680.0,4.0,0,0,0,55.0,0,0,2
127,Bumble Bee,LaVERN BAKER,11/7/1960,111,46,12,32,143634,0.632,0.465,5.0,-10.817,0.0,0.0366,0.7020000000000001,1.1e-06,0.11,0.904,119.09700000000001,147373.0,4.0,0,0,0,46.0,0,1,4
128,My Girl,DYLAN SCOTT,5/13/2017,93,39,20,73,52121798,0.652,0.7190000000000001,1.0,-7.251,1.0,0.033,0.0353,0.0,0.10800000000000001,0.24,94.969,197640.0,4.0,0,0,0,70.0,0,0,1
129,When I'm Gone,3 DOORS DOWN,11/23/2002,67,4,45,64,63317514,0.496,0.765,7.0,-5.66,1.0,0.033,0.00457,0.0,0.10400000000000001,0.337,74.072,260507.0,4.0,0,0,0,76.0,0,4,6
130,The Last Time,ROLLING STONES,3/27/1965,79,9,10,41,1988080,0.32899999999999996,0.9259999999999999,9.0,-5.146,1.0,0.0629,0.129,0.852,0.745,0.385,167.435,221493.0,4.0,0,0,1,84.0,4,6,13
131,Got To Get You Off My Mind,SOLOMON BURKE,3/6/1965,91,22,10,38,348591,0.746,0.55,2.0,-7.553999999999999,1.0,0.062,0.621,1.27e-06,0.0136,0.736,102.669,155080.0,4.0,0,0,0,59.0,0,0,13
132,Little Things,INDIA.ARIE,9/28/2002,92,89,13,31,4496937,0.7909999999999999,0.522,8.0,-9.562000000000001,1.0,0.107,0.0689,0.00106,0.198,0.527,92.98200000000001,209387.0,4.0,0,0,0,63.0,0,0,2
133,One Kiss For Old Times Sake,RONNIE DOVE,3/13/1965,92,14,11,8,73908,0.289,0.446,4.0,-8.118,1.0,0.0343,0.742,1.05e-06,0.0955,0.469,116.37799999999999,181680.0,3.0,0,0,0,18.0,0,0,14
134,Cast Your Fate To The Wind,SHELBY FLINT,7/30/1966,134,61,9,9,49152,0.366,0.401,1.0,-6.766,1.0,0.0314,0.583,0.000377,0.14400000000000002,0.71,108.462,125200.0,4.0,0,0,0,35.0,0,0,2
135,Don't Mess Up A Good Thing,FONTELLA BASS &amp; BOBBY McCLURE,2/6/1965,86,33,11,13,81103,0.632,0.639,10.0,-7.377000000000001,0.0,0.0875,0.47600000000000003,5.79e-06,0.0515,0.907,177.12099999999998,182867.0,4.0,0,0,0,55.0,0,0,1
136,I'll Never Find Another You,SEEKERS,3/20/1965,135,4,14,47,23002030,0.5670000000000001,0.672,10.0,-7.666,1.0,0.0336,0.75,0.0837,0.36700000000000005,0.79,126.509,162320.0,4.0,0,0,0,51.0,0,1,1
137,If I Ruled The World,NAS,6/22/1996,65,53,20,69,32730314,0.879,0.564,10.0,-7.682,0.0,0.247,0.0474,9.43e-06,0.0519,0.523,93.90799999999999,282373.0,4.0,0,0,0,78.0,0,0,11
138,I Must Be Seeing Things,GENE PITNEY,2/20/1965,131,31,8,27,242787,0.5579999999999999,0.602,0.0,-7.686,1.0,0.0403,0.706,1.83e-06,0.133,0.44,109.051,147867.0,4.0,0,0,0,50.0,0,3,17
139,Mr. Pitiful,OTIS REDDING,2/13/1965,124,41,10,41,342061,0.802,0.71,10.0,-5.25,0.0,0.12300000000000001,0.033,3.68e-05,0.0976,0.7829999999999999,126.75399999999999,151640.0,4.0,1,0,1,74.0,0,0,12
140,Ooo Baby Baby,MIRACLES,3/27/1965,83,16,11,49,13328224,0.18600000000000003,0.33799999999999997,7.0,-9.362,1.0,0.0291,0.81,0.0,0.159,0.42,178.68099999999998,164160.0,3.0,0,0,0,51.0,1,0,12
141,Come See,MAJOR LANCE,2/27/1965,125,40,8,6,4283,0.8059999999999999,0.61,6.0,-9.024,1.0,0.0352,0.6970000000000001,0.0,0.0404,0.927,119.574,140640.0,4.0,0,0,0,47.0,0,3,5
142,Silhouettes,HERMAN'S HERMITS,4/3/1965,76,5,13,26,155543,0.547,0.623,7.0,-8.399,1.0,0.03,0.6709999999999999,0.0,0.313,0.868,112.704,119107.0,4.0,0,0,0,55.0,2,7,8
143,Land Of 1000 Dances,CHRIS KENNER,9/7/1963,121,121,1,17,41305,0.598,0.713,5.0,-11.366,0.0,0.0621,0.486,0.935,0.171,0.703,161.35299999999998,86347.0,4.0,0,0,0,28.0,0,1,0
144,I Understand (Just How You Feel),THE G-CLEFS,9/11/1961,107,9,17,25,97823,0.46799999999999997,0.36200000000000004,4.0,-11.374,1.0,0.0325,0.835,0.0197,0.134,0.429,104.197,155267.0,3.0,0,0,0,57.77835159102765,0,1,1
145,It's Growing,TEMPTATIONS,4/3/1965,77,18,9,31,2003696,0.475,0.539,5.0,-11.22,1.0,0.0369,0.6509999999999999,1.09e-05,0.18100000000000002,0.768,104.48899999999999,179573.0,4.0,0,0,0,73.0,2,3,12
146,Girl Don't Come,SANDIE SHAW,2/20/1965,134,42,11,29,82860,0.47200000000000003,0.32799999999999996,7.0,-9.198,1.0,0.0324,0.764,0.0,0.11800000000000001,0.632,77.445,133600.0,4.0,0,0,0,42.0,0,0,2
147,Baby The Rain Must Fall,GLENN YARBROUGH,3/6/1965,135,12,15,21,414143,0.56,0.529,4.0,-10.105,1.0,0.0303,0.873,0.0,0.361,0.498,109.787,139040.0,4.0,0,0,0,28.0,0,0,2
148,For Mama,JERRY VALE,2/27/1965,121,54,7,13,20598,0.306,0.45299999999999996,4.0,-9.934,0.0,0.038,0.585,0.0,0.363,0.456,83.993,169933.0,4.0,0,0,0,53.0,0,0,3
149,Crazy Downtown,ALLAN SHERMAN,3/27/1965,90,40,8,2,28285,0.603,0.581,9.0,-11.03,1.0,0.22399999999999998,0.748,0.0,0.562,0.83,137.483,177227.0,4.0,0,0,0,31.0,0,0,2
150,10 Little Bottles,JOHNNY BOND,2/27/1965,126,43,10,10,120567,0.451,0.467,7.0,-8.304,1.0,0.212,0.898,0.0,0.971,0.5820000000000001,91.331,245507.0,4.0,0,0,0,35.0,0,0,2
151,Just Once In My Life,RIGHTEOUS BROTHERS,4/10/1965,56,9,11,30,823935,0.258,0.39799999999999996,2.0,-12.869000000000002,1.0,0.0357,0.623,7.759999999999999e-05,0.341,0.273,90.22399999999999,229200.0,4.0,0,0,0,64.0,1,2,4
152,We're Gonna Make It,LITTLE MILTON,3/27/1965,89,25,11,27,175551,0.5820000000000001,0.524,2.0,-12.606,1.0,0.0635,0.6940000000000001,0.0,0.364,0.8009999999999999,112.86399999999999,161600.0,4.0,0,0,0,39.0,0,0,5
153,Never Never Leave Me,MARY WELLS,3/6/1965,125,54,8,0,66463,0.525,0.32299999999999995,7.0,-15.210999999999999,1.0,0.0306,0.36,0.000134,0.0897,0.275,82.965,239387.0,4.0,0,0,0,57.77835159102765,0,3,10
154,And Roses And Roses,ANDY WILLIAMS,4/3/1965,78,36,7,33,1726,0.154,0.185,5.0,-14.062999999999999,1.0,0.0315,0.9109999999999999,0.000267,0.11199999999999999,0.15,83.969,166107.0,4.0,0,0,0,68.0,0,3,16
155,Count Me In,GARY LEWIS AND THE PLAYBOYS,4/3/1965,88,2,11,33,48096,0.446,0.677,5.0,-8.874,1.0,0.0386,0.308,1.37e-06,0.129,0.778,161.523,146267.0,4.0,0,0,0,43.0,0,5,7
156,It's Gonna Be Alright,GERRY AND THE PACEMAKERS,4/10/1965,63,23,8,19,266849,0.42700000000000005,0.8220000000000001,9.0,-6.199,1.0,0.0416,0.0933,0.0,0.10400000000000001,0.8809999999999999,99.08200000000001,145640.0,4.0,0,0,0,52.0,0,3,3
157,Woman's Got Soul,IMPRESSIONS,4/3/1965,79,29,7,20,8339,0.655,0.38299999999999995,8.0,-12.807,1.0,0.0513,0.826,0.0,0.16699999999999998,0.6629999999999999,117.66,144373.0,4.0,0,0,0,55.0,0,1,8
158,The Barracuda,ALVIN CASH,3/27/1965,80,59,7,1,10119,0.615,0.5770000000000001,0.0,-9.253,1.0,0.0593,0.0383,0.00325,0.243,0.5870000000000001,121.41,138602.0,4.0,0,0,0,13.0,0,0,3
159,Poor Man's Son,SURVIVOR,10/17/1981,78,33,14,16,166226,0.672,0.5720000000000001,0.0,-12.617,0.0,0.0612,0.48,5.8899999999999995e-05,0.126,0.747,118.39299999999999,215733.0,4.0,0,0,0,71.0,1,3,11
160,The Birds Are For The Bees,NEWBEATS,4/3/1965,74,50,7,1,3581,0.483,0.478,6.0,-13.620999999999999,1.0,0.0789,0.7490000000000001,0.0,0.258,0.9129999999999999,170.40099999999998,133707.0,4.0,0,0,0,21.0,0,0,4
161,Not Too Long Ago,UNIQUES,3/13/1965,131,66,7,9,88028,0.489,0.46399999999999997,9.0,-8.344,0.0,0.0501,0.782,0.0,0.223,0.919,132.876,142590.0,3.0,0,0,0,35.0,0,0,1
162,The Entertainer,BILLY JOEL,11/30/1974,81,34,10,44,690192,0.606,0.912,7.0,-6.778,1.0,0.0394,0.0924,0.0,0.474,0.7759999999999999,101.395,219000.0,4.0,1,0,0,79.0,3,7,24
163,(Here They Come) From All Over The World,JAN AND DEAN,2/27/1965,133,56,7,26,17957,0.461,0.68,0.0,-10.699000000000002,1.0,0.0446,0.621,7.74e-06,0.9059999999999999,0.9570000000000001,149.77100000000002,164600.0,4.0,0,0,0,45.0,1,2,8
164,I Do Love You,GQ,6/30/1979,85,20,17,44,21575371,0.465,0.48,7.0,-13.652999999999999,1.0,0.20199999999999999,0.0343,2.93e-06,0.0427,0.365,184.611,288733.0,4.0,0,0,0,43.0,0,0,1
165,Subterranean Homesick Blues,BOB DYLAN,3/27/1965,118,39,9,56,3143483,0.5760000000000001,0.727,4.0,-9.972999999999999,0.0,0.05,0.7020000000000001,0.0,0.324,0.7509999999999999,173.854,141293.0,4.0,1,0,1,79.0,0,4,15
166,Whipped Cream,HERB ALPERT AND THE TIJUANA BRASS,2/20/1965,100,68,12,37,195244,0.7609999999999999,0.498,8.0,-10.415,1.0,0.0484,0.243,0.92,0.0747,0.9640000000000001,147.836,154440.0,4.0,0,0,0,53.0,0,1,8
167,Goodbye My Love,JAMES BROWN,11/9/1968,75,31,7,16,122155,0.545,0.38,3.0,-12.402999999999999,0.0,0.0438,0.0868,0.0,0.111,0.433,84.697,334773.0,3.0,0,0,1,59.0,0,3,47
168,Let's Do The Freddie,CHUBBY CHECKER,4/3/1965,85,40,9,0,25408,0.669,0.757,11.0,-5.332999999999999,1.0,0.0301,0.29100000000000004,0.0,0.11699999999999999,0.9440000000000001,152.322,146827.0,4.0,0,0,0,56.0,1,4,20
169,All Of My Life,LESLEY GORE,3/27/1965,92,71,6,17,15954,0.544,0.499,6.0,-12.975999999999999,1.0,0.0397,0.845,0.0346,0.163,0.784,116.572,149693.0,4.0,0,0,0,54.0,1,2,14
170,Out In The Streets,SHANGRI-LAS,4/3/1965,96,53,6,23,130997,0.375,0.46399999999999997,6.0,-10.073,0.0,0.035,0.6559999999999999,0.0,0.12,0.491,69.583,167093.0,3.0,0,0,0,47.0,0,2,5
171,Gee Baby (I'm Sorry),THREE DEGREES,3/6/1965,100,80,8,6,49690,0.41200000000000003,0.358,11.0,-10.460999999999999,1.0,0.0269,0.872,0.0,0.125,0.5329999999999999,106.036,124200.0,4.0,0,0,0,51.0,0,0,3
172,Iko Iko,DIXIE CUPS,4/3/1965,86,20,10,48,3606961,0.9179999999999999,0.489,9.0,-13.85,0.0,0.193,0.413,0.000655,0.0795,0.9620000000000001,100.406,122344.0,4.0,2,0,0,49.0,1,0,4
173,Wooly Bully,SAM THE SHAM AND THE PHARAOHS,3/27/1965,128,2,19,49,4945603,0.5820000000000001,0.575,7.0,-11.89,1.0,0.0529,0.713,3.66e-06,0.151,0.5579999999999999,140.601,140867.0,4.0,2,0,0,47.0,0,3,6
174,Think Of The Good Times,JAY &amp; THE AMERICANS,3/27/1965,94,57,8,19,91610,0.332,0.495,8.0,-11.345,1.0,0.0348,0.63,1.12e-06,0.327,0.6579999999999999,113.194,170307.0,4.0,0,0,0,58.0,0,0,3
175,She's Coming Home,ZOMBIES,4/10/1965,85,58,6,13,81825,0.315,0.431,4.0,-9.552999999999999,1.0,0.0308,0.517,1.46e-06,0.0831,0.385,126.227,158293.0,4.0,0,0,0,63.0,0,2,2
176,Dream On Little Dreamer,PERRY COMO,4/3/1965,130,25,11,22,86988,0.616,0.16699999999999998,4.0,-17.883,1.0,0.0503,0.888,0.00122,0.11,0.451,107.69200000000001,140067.0,4.0,1,0,1,65.0,0,0,6
177,The Record (Baby I Love You),BEN E. KING,3/27/1965,120,84,4,0,12891,0.6609999999999999,0.735,7.0,-10.732999999999999,1.0,0.0876,0.162,0.0,0.0773,0.693,113.40299999999999,151973.0,4.0,0,0,0,69.0,0,1,13
178,You Can Have Him,DIONNE WARWICK,3/13/1965,95,75,8,8,4407,0.6509999999999999,0.522,3.0,-13.652999999999999,1.0,0.0827,0.20199999999999999,0.0,0.129,0.5329999999999999,111.285,209908.0,5.0,0,0,0,63.0,0,6,23
179,It's Not Unusual,GLEE CAST,10/8/2011,65,65,1,43,3725458,0.408,0.975,0.0,-4.3389999999999995,1.0,0.13699999999999998,0.0313,0.0,0.353,0.635,183.96200000000002,125267.0,4.0,0,0,0,81.0,0,1,70
180,"Every Night, Every Day",JIMMY McCRACKLIN,3/27/1965,126,91,5,2,3850,0.602,0.375,5.0,-12.873,1.0,0.0281,0.777,0.0,0.147,0.562,101.571,148813.0,3.0,0,0,0,28.0,0,0,3
181,See You At The Go-Go,DOBIE GRAY,4/3/1965,95,69,7,6,18982,0.562,0.72,10.0,-9.246,0.0,0.0397,0.00547,0.00464,0.121,0.8420000000000001,114.117,178480.0,4.0,0,0,0,48.0,0,0,3
182,Why Did I Choose You,BARBRA STREISAND,3/27/1965,130,77,6,12,71544,0.158,0.11900000000000001,8.0,-18.012,1.0,0.0367,0.9620000000000001,7e-05,0.12,0.106,168.609,168733.0,3.0,0,0,1,68.0,3,4,19
183,Don't Let Your Left Hand Know,JOE TEX,4/10/1965,95,95,1,1,6921,0.7,0.6829999999999999,4.0,-9.829,1.0,0.0417,0.6990000000000001,0.0,0.0739,0.971,139.748,141040.0,4.0,0,0,0,42.0,0,2,19
184,What Do You Want With Me,CHAD STEWART &amp; JEREMY CLYDE,4/10/1965,97,51,8,6,16803,0.62,0.53,6.0,-9.331,0.0,0.0316,0.377,0.0,0.13,0.884,127.463,177360.0,4.0,0,0,0,57.77835159102765,0,1,2
185,Dear Dad,CHUCK BERRY,4/3/1965,100,95,5,22,30034,0.657,0.747,5.0,-7.405,0.0,0.0606,0.45299999999999996,0.0,0.305,0.981,151.517,109173.0,4.0,0,0,1,71.0,1,1,8
186,Try To Remember,THE BROTHERS FOUR,10/16/1965,124,91,7,39,2807829,0.469,0.21100000000000002,7.0,-17.185,1.0,0.0283,0.815,0.0016600000000000002,0.102,0.301,99.24799999999999,173987.0,3.0,0,0,0,45.0,0,0,2
187,A Woman Can Change A Man,JOE TEX,4/10/1965,100,56,7,2,325926,0.519,0.687,0.0,-13.092,1.0,0.43200000000000005,0.657,0.0,0.39899999999999997,0.836,144.29399999999998,164867.0,4.0,0,0,0,42.0,0,2,19
188,I've Got Five Dollars And It's Saturday Night,GEORGE AND GENE (GEORGE JONES &amp; GENE PITNEY),2/27/1965,130,99,9,7,96870,0.544,0.617,9.0,-12.929,1.0,0.0538,0.579,0.0029,0.0816,0.961,168.543,129387.0,4.0,0,0,1,17.0,0,0,1
189,"Baby, Please Don't Go",THEM,3/13/1965,132,102,8,43,344672,0.72,0.705,5.0,-6.82,1.0,0.0408,0.506,1.12e-06,0.147,0.775,106.33200000000001,162293.0,4.0,0,0,0,53.0,0,0,1
190,Nothing Can Stop Me,GENE CHANDLER,4/10/1965,107,18,13,7,90373,0.609,0.501,1.0,-9.324,1.0,0.0505,0.276,0.0,0.36200000000000004,0.7190000000000001,119.788,179267.0,4.0,0,0,0,45.0,1,0,13
191,Carmen,BRUCE AND TERRY,3/27/1965,127,107,4,13,13901,0.45,0.687,7.0,-8.752,0.0,0.0336,0.0529,0.0157,0.7140000000000001,0.0801,84.322,295547.0,4.0,0,0,0,57.77835159102765,0,0,0
192,Begin To Love,ROBERT GOULET,2/27/1965,119,110,7,10,6166,0.42100000000000004,0.653,10.0,-12.357000000000001,1.0,0.0527,0.946,3.54e-05,0.525,0.332,107.11200000000001,128467.0,3.0,0,0,0,37.0,0,0,2
193,This Is It,KENNY LOGGINS,10/20/1979,82,11,23,53,6805920,0.6409999999999999,0.49700000000000005,7.0,-12.228,0.0,0.028999999999999998,0.254,2.2e-06,0.159,0.743,102.274,236733.0,4.0,1,0,0,73.0,0,3,12
194,Losing You,BRENDA LEE,4/6/1963,82,6,13,18,480645,0.322,0.18899999999999997,4.0,-14.875,1.0,0.0317,0.765,1.81e-06,0.531,0.39399999999999996,71.558,151973.0,4.0,0,0,1,63.0,2,8,15
195,That'll Be The Day,LINDA RONSTADT,8/21/1976,71,11,16,29,421172,0.66,0.439,5.0,-14.79,1.0,0.0344,0.31,0.0,0.302,0.9009999999999999,125.066,151600.0,4.0,0,0,1,63.0,0,4,10
196,(Somebody) Ease My Troublin' Mind,SAM COOKE,4/10/1965,115,115,1,27,587657,0.424,0.479,7.0,-10.319,1.0,0.0278,0.494,0.0,0.165,0.488,94.345,173280.0,3.0,0,0,1,73.0,0,3,17
197,True Love Ways,MICKEY GILLEY,8/17/1980,86,66,7,26,415118,0.545,0.207,10.0,-12.628,1.0,0.0282,0.648,1.88e-06,0.11199999999999999,0.185,81.678,178933.0,4.0,0,0,0,46.0,0,0,2
198,Teasin' You,WILLIE TEE,2/27/1965,109,97,7,11,23495,0.722,0.358,1.0,-10.904000000000002,1.0,0.0399,0.34700000000000003,0.0,0.11199999999999999,0.7340000000000001,61.038999999999994,165333.0,4.0,0,0,0,24.0,0,0,1
199,"Chim, Chim, Cheree",THE NEW CHRISTY MINSTRELS,3/20/1965,115,115,2,28,4725,0.474,0.0945,2.0,-18.78,0.0,0.0414,0.986,0.8740000000000001,0.105,0.18100000000000002,109.37299999999999,201689.0,3.0,0,0,0,57.77835159102765,0,0,2
200,Chim Chim Cheree,NEW CHRISTIE MINSTRELS,4/10/1965,118,81,7,0,5748,0.514,0.426,0.0,-11.647,0.0,0.0429,0.6409999999999999,0.0,0.0828,0.511,100.07,150375.0,3.0,0,0,0,57.77835159102765,0,0,1
201,Shakin' All Over,THE GUESS WHO,4/10/1965,123,22,15,48,1001646,0.6459999999999999,0.828,9.0,-9.277999999999999,1.0,0.0379,0.0666,0.0255,0.434,0.958,123.89399999999999,165093.0,4.0,0,0,0,62.0,0,0,7
202,Tomorrow Night,B.B. KING,11/24/1962,106,106,1,5,3571,0.418,0.594,5.0,-5.855,1.0,0.0305,0.10800000000000001,0.000608,0.146,0.6659999999999999,106.54700000000001,215093.0,3.0,0,0,1,69.0,0,0,22
203,I Need You,LeANN RIMES,5/27/2000,77,11,25,48,7318720,0.478,0.736,7.0,-7.124,1.0,0.0367,0.02,9.58e-05,0.11800000000000001,0.564,144.705,229827.0,4.0,0,0,0,65.0,0,0,7
204,Talk About Love,ADAM FAITH,4/10/1965,126,97,3,0,2626,0.499,0.9229999999999999,9.0,-4.552,1.0,0.0708,0.49,0.0135,0.7170000000000001,0.772,79.206,162667.0,4.0,0,0,0,35.0,0,0,1
205,Girl On The Billboard,DEL REEVES,5/8/1965,115,96,9,27,769722,0.626,0.72,2.0,-10.663,1.0,0.0369,0.736,0.0,0.307,0.9590000000000001,83.21700000000001,162867.0,4.0,0,0,0,29.0,0,0,1
206,Good Lovin',OLYMPICS,4/10/1965,130,81,8,12,84704,0.541,0.777,2.0,-9.259,1.0,0.0906,0.36700000000000005,0.00475,0.309,0.703,88.09200000000001,150867.0,4.0,0,0,0,27.0,0,0,6
207,T.C.B.,DEE CLARK,4/10/1965,132,132,1,1,3538,0.72,0.895,10.0,-4.875,1.0,0.0483,0.43700000000000006,5.12e-06,0.0997,0.9520000000000001,108.986,159093.0,4.0,0,0,0,24.0,0,1,8
208,"Hush, Hush, Sweet Charlotte",PATTI PAGE,4/10/1965,133,8,16,38,279081,0.335,0.163,10.0,-17.254,1.0,0.031,0.782,0.0,0.316,0.513,84.315,152360.0,4.0,1,0,1,57.77835159102765,0,2,5
209,Cry Me A River,JOE COCKER,10/9/1970,62,11,9,25,739133,0.35100000000000003,0.8029999999999999,4.0,-7.117000000000001,0.0,0.0718,0.32299999999999995,2.55e-06,0.833,0.6729999999999999,134.006,240933.0,4.0,0,0,0,68.0,0,1,12
210,Just My Imagination,TEMPTATIONS,2/6/1971,71,1,15,54,31598999,0.431,0.239,0.0,-15.402000000000001,1.0,0.0276,0.897,0.009609999999999999,0.179,0.455,92.492,228160.0,4.0,0,0,0,73.0,2,3,12
211,What's Going On,ALL STAR TRIBUTE,10/6/2001,51,27,10,21,1526798,0.423,0.8640000000000001,6.0,-6.817,0.0,0.395,0.0283,0.0,0.375,0.698,100.316,259042.0,4.0,0,0,0,16.0,0,0,1
212,Joy To The World,THREE DOG NIGHT,3/13/1971,58,1,17,58,986465,0.6509999999999999,0.6679999999999999,2.0,-12.413,1.0,0.0311,0.47200000000000003,0.0020399999999999997,0.355,0.972,126.99,220573.0,4.0,3,0,0,61.0,3,7,9
213,She's A Lady,TOM JONES,2/6/1971,60,2,14,48,4018241,0.449,0.912,11.0,-8.162,0.0,0.306,0.153,0.000354,0.495,0.614,119.33200000000001,172467.0,4.0,0,0,0,64.0,0,2,17
214,For All We Know,DINAH WASHINGTON,9/15/1962,114,108,2,9,189036,0.261,0.212,10.0,-13.025,1.0,0.0349,0.8759999999999999,0.0139,0.22,0.14,114.03,195147.0,1.0,0,1,0,61.0,0,1,11
