Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations
Someone Who Cares,KENNY ROGERS &amp; THE FIRST EDITION,3/20/71,107,51,8,-1,0,0,0,3,19
Hot Pants,JAMES BROWN,7/3/71,88,15,11,34,0,0,1,0,4
Tongue In Cheek,SUGARLOAF,2/27/71,103,55,9,9,0,0,0,0,0
Lucky Man,"EMERSON, LAKE AND PALMER",3/13/71,92,48,12,53,0,0,0,0,0
Who Gets The Guy,DIONNE WARWICK,3/20/71,74,57,5,7,0,0,0,5,14
A Man In Black,JOHNNY CASH,3/20/71,80,58,6,21,0,0,1,0,1
I Think Of You,PERRY COMO,3/20/71,86,53,8,12,0,0,1,1,4
Snow Blind Friend,STEPPENWOLF,3/6/71,85,60,7,-1,0,0,0,0,0
Could I Forget You,TYRONE DAVIS,3/13/71,109,60,8,8,0,0,0,0,0
I Don't Know How To Love Him,YVONNE ELLIMAN,4/17/71,105,28,11,30,0,0,0,1,1
I Wish I Were Here,ANDY KIM,3/27/71,99,62,6,-1,0,0,0,0,0
Me And You And A Dog Named Boo,LOBO,4/3/71,82,5,13,53,0,0,0,0,0
Sweet And Innocent,DONNY OSMOND,3/20/71,108,7,17,19,0,0,0,0,0
Here Comes The Sun,RICHIE HAVENS,3/6/71,119,16,16,47,0,0,0,0,0
Me And My Arrow,NILSSON,3/20/71,100,34,15,37,0,0,0,0,0
Cool Aid,PAUL HUMPHREY,3/13/71,97,29,16,2,0,0,0,0,0
Toast And Marmalade For Tea,TIN TIN,3/6/71,106,20,15,-1,0,0,0,0,0
Booty Butt,RAY CHARLES ORCHESTRA,3/13/71,128,36,13,-1,0,0,1,17,37
13 Questions,SEATRAIN,3/20/71,115,49,14,-1,0,0,0,0,0
Bad Water,RAELETTS,3/6/71,113,58,14,-1,0,0,0,0,0
Right On The Tip Of My Tongue,BRENDA AND THE TABULATIONS,3/13/71,106,23,16,31,0,0,0,0,0
Love Her Madly,DOORS,4/3/71,103,11,12,66,0,0,0,0,0
Freedom,WHAM,7/27/85,43,3,18,51,0,0,0,0,2
Give More Power To The People,CHI-LITES,4/10/71,76,26,11,34,0,0,0,0,0
Layla,ERIC CLAPTON,10/3/92,79,12,20,69,0,0,0,0,4
C'mon,POCO,3/27/71,97,69,7,16,0,0,0,0,1
Want Ads,HONEY CONE,4/10/71,79,1,16,36,0,0,0,0,0
L.A. Goodbye,IDES OF MARCH,3/13/71,93,73,9,12,0,0,0,0,0
Nickel Song,NEW SEEKERS,3/13/71,110,81,6,7,0,0,0,0,1
Melting Pot,BOOKER T AND THE MGS,3/13/71,124,45,13,34,0,0,0,0,1
Love Makes The World Go Round,DEON JACKSON,1/15/66,132,11,15,31,0,0,0,0,0
The Animal Trainer And The Toad,MOUNTAIN,3/27/71,100,76,7,13,0,0,0,0,0
Oh Singer,JEANNIE C. RILEY,4/3/71,96,74,6,2,0,0,0,0,0
Superstar,PAUL DAVIS,8/8/76,88,35,9,13,0,0,0,0,1
I'm Girl Scoutin',THE INTRUDERS,3/6/71,118,88,7,-1,0,0,0,0,0
1927 Kansas City,MIKE REILLY,3/13/71,99,88,7,-1,0,0,0,0,0
Treat Her Like A Lady,JOE,8/5/00,77,63,17,41,0,0,0,0,7
"You And Your Folks, Me And My Folks",FUNKADELIC,4/3/71,110,91,4,39,0,0,0,0,0
"Chirpy Chirpy, Cheep Cheep",LALLY STOTT,3/13/71,104,92,7,-1,0,0,0,0,0
When You Dance I Can Really Love,NEIL YOUNG,3/20/71,117,93,5,42,0,0,0,2,27
Indian Reservation (The Lament Of the Cherokee Reservation I,THE RAIDERS,3/27/71,123,1,24,2,0,0,0,0,0
Empty Arms,ACE CANNON,10/24/64,125,120,3,0,0,0,0,0,2
If It's Real What I Feel,JERRY BUTLER,3/6/71,72,69,9,2,0,0,0,0,2
Stop In The Name Of Love,THE HOLLIES,6/4/83,79,29,12,13,0,0,0,0,0
Can't Find The Theme,ROSE COLORED GLASS,4/10/71,98,54,14,-1,0,0,0,0,0
Take Me Home Country Roads,JOHN DENVER,4/10/71,99,2,25,72,0,0,0,1,4
I Was Wondering,POPPY FAMILY,3/27/71,127,100,4,7,0,0,0,0,0
Broken / Albert Flasher,GUESS WHO,4/10/71,101,29,14,-1,0,0,0,0,0
We Were Always Sweethearts,BOZ SCAGGS,4/10/71,102,61,7,24,0,0,0,1,6
Red Eye Blues,REDEYE,4/10/71,103,78,8,-1,0,0,0,0,0
Music Is Love,DAVID CROSBY,4/10/71,104,95,4,53,0,0,0,1,9
Be Nice To Me,RUNT,4/10/71,105,71,7,-1,0,0,0,0,0
I'll Make You My Baby,BOBBY VINTON,4/3/71,101,101,2,-1,0,0,0,0,1
Lonely Feelin',WAR,4/3/71,112,107,4,8,0,0,0,0,2
On My Side,THE COWSILLS,4/3/71,109,108,2,3,0,0,0,0,0
Get Your Lie Straight,BILL CODAY,3/13/71,119,105,5,0,0,0,0,0,0
Electronic Magnetism,SOLOMON BURKE,4/3/71,111,96,6,-1,0,0,0,0,1
Warpath,THE ISLEY BROTHERS,4/3/71,113,111,4,8,0,0,1,0,0
Home Cookin' / They Can't Take Away Our Music,ERIC BURDON &amp; WAR,4/10/71,112,108,2,-1,0,0,0,0,4
That Evil Child,B.B. KING,4/10/71,113,97,4,-1,0,0,1,0,0
Be My Baby,THE RONETTES,8/31/63,90,2,13,69,0,0,0,0,0
Driving Wheel,JUNIOR PARKER,5/22/61,100,85,2,6,0,0,0,0,0
We Sure Can Love Each Other,TAMMY WYNETTE,3/20/71,124,114,6,17,0,0,0,2,16
If I Could,REGINA BELLE,4/3/93,98,52,17,25,0,0,0,1,5
L.A. International Airport,SUSAN RAYE,4/3/71,118,54,11,13,0,0,0,0,0
Knock Three Times,DAWN,11/20/70,90,1,18,49,0,0,0,0,0
Never Ending Song Of Love,DELANEY &amp; BONNIE &amp; FRIENDS,5/21/71,94,13,15,-1,0,0,0,0,0
Disco Lady,JOHNNIE TAYLOR,2/7/76,87,1,19,34,1,0,0,2,6
Dream Weaver,GARY WRIGHT,1/3/76,98,2,20,52,6,0,0,0,0
Lonely Night,CAPTAIN AND TENNILLE,1/24/76,69,3,19,20,0,0,0,0,0
Let Your Love Flow,BELLAMY BROTHERS,1/17/76,110,1,21,57,6,0,0,0,1
Right Back Where We Started From,SINITTA,9/23/89,84,84,4,29,0,0,0,0,0
Dream On,AEROSMITH,10/20/73,88,59,9,75,0,0,0,4,14
Boogie Fever,SYLVERS,2/14/76,84,1,21,37,0,0,0,0,0
Only Sixteen,DR. HOOK,11/29/75,108,108,1,38,0,0,0,0,0
Sweet Love,ANITA BAKER,8/16/86,74,8,22,53,0,0,0,8,18
Golden Years,DAVID BOWIE,12/13/75,82,10,21,56,2,0,1,5,19
Show Me The Way,REGINA BELLE,7/18/87,88,68,9,24,0,0,0,1,5
Bohemian Rhapsody,THE BRAIDS,10/19/96,55,42,17,34,0,0,0,0,0
Sweet Thing,KEITH URBAN,11/29/08,43,30,20,50,0,0,0,4,18
Dec-63,FOUR SEASONS,12/27/75,85,1,27,61,0,0,0,0,2
There's A Kind Of Hush,CARPENTERS,2/28/76,75,12,13,35,0,0,0,3,7
Money Honey,BAY CITY ROLLERS,2/7/76,51,9,15,16,0,0,0,0,0
Deep Purple,NINO TEMPO &amp; APRIL STEVENS,9/7/63,131,1,16,-1,0,0,0,1,1
Fooled Around And Fell In Love,ELVIN BISHOP,3/6/76,88,3,17,56,1,0,0,0,1
All By Myself,GLEE CAST,5/7/11,87,87,1,37,0,0,0,0,1
Welcome Back,JOHN SEBASTIAN,3/27/76,84,1,14,38,0,0,0,0,0
Action,FREDDY CANNON,8/7/65,103,13,10,15,0,0,0,0,0
Love Machine,MIRACLES,10/25/75,90,1,28,33,0,0,0,0,0
I Do I Do I Do I Do,ABBA,2/14/76,86,15,15,38,0,0,0,0,0
Take It To The Limit,WILLIE NELSON &amp; WAYLON JENNINGS,10/8/83,109,102,4,-1,0,0,1,8,49
Tangerine,SALSOUL ORCHESTRA,1/24/76,70,18,13,19,0,0,0,0,0
Shannon,HENRY GROSS,2/28/76,84,6,20,37,1,0,0,0,0
Livin' For The Weekend,O'JAYS,3/6/76,79,20,12,27,0,0,0,0,0
Only Love Is Real,CAROLE KING,2/14/76,77,28,11,30,0,0,1,4,8
Looking For Space,JOHN DENVER,3/6/76,61,29,8,32,0,0,0,1,4
Love Fire,JIGSAW,2/7/76,89,30,11,6,0,0,0,0,0
Lorelei,STYX,2/14/76,90,27,14,34,0,0,0,0,1
You'll Lose A Good Thing,BARBARA LYNN,6/16/62,96,8,13,46,0,0,0,0,0
Fopp,OHIO PLAYERS,2/21/76,86,30,11,28,0,0,0,0,1
Sara Smile,DARYL HALL &amp; JOHN OATES,1/31/76,91,4,28,-1,1,0,0,0,6
Strange Magic,ELECTRIC LIGHT ORCHESTRA,3/13/76,71,14,14,50,0,0,0,0,0
We Can't Hide It Anymore,LARRY SANTOS,2/14/76,83,36,10,7,0,0,0,0,0
Tryin' To Get The Feeling Again,BARRY MANILOW,3/20/76,67,10,15,36,0,0,0,1,15
Misty Blue,JOE SIMON,10/21/72,95,91,5,-1,0,0,0,0,7
Rhiannon,FLEETWOOD MAC,3/6/76,89,11,18,68,1,0,0,2,7
Hit The Road Jack,RAY CHARLES,9/11/61,55,1,13,57,1,0,1,17,37
Union Man,CATE BROTHERS,2/7/76,97,24,20,8,0,0,0,0,0
Without Your Love,ROGER DALTREY,9/14/80,81,20,19,-1,0,0,0,0,1
Happy Music,BLACKBYRDS,3/6/76,97,19,13,19,0,0,0,0,1
Get Up And Boogie,SILVER CONVENTION,3/13/76,84,2,21,34,0,0,0,1,1
Young Blood,BRUCE WILLIS,4/11/87,82,68,5,-1,0,0,0,0,0
Junk Food Junkie,LARRY GROCE,1/3/76,109,9,16,17,0,0,0,0,1
Good Hearted Woman,WAYLON &amp; WILLIE,1/31/76,110,25,13,-1,0,0,0,0,0
Love Hurts,NAZARETH,10/25/75,109,104,3,54,0,0,0,0,0
Shout It Out Loud,KISS,3/20/76,81,31,10,43,0,0,0,0,1
Don't Pull Your Love,GLEN CAMPBELL,3/27/76,87,27,10,30,0,0,1,6,20
Love Hangover,DIANA ROSS,4/3/76,78,1,18,42,0,0,1,0,12
Can't Hide Love,"EARTH, WIND AND FIRE",3/27/76,86,39,9,47,0,0,1,0,0
Mozambique,BOB DYLAN,3/13/76,74,54,5,41,0,0,1,0,6
More More More,ANDREA TRUE CONNECTION,2/28/76,110,4,27,45,2,0,0,0,0
I've Got A Feeling,AL WILSON,3/27/76,88,29,10,8,0,0,0,0,0
Fanny (Be Tender With My Love),BEE GEES,12/27/75,73,12,16,43,0,0,1,5,9
Silly Love Songs,WINGS,4/10/76,58,1,19,51,0,0,0,0,0
Heavy Love,DAVID RUFFIN,3/20/76,87,47,7,18,0,0,0,0,1
He's A Friend,EDDIE KENDRICKS,2/14/76,81,36,12,32,0,0,0,0,3
When Love Has Gone Away,RICHARD COCCIANTE,4/10/76,61,41,6,-1,0,0,0,0,0
Ophelia,THE LUMINEERS,4/30/16,66,66,2,71,0,0,0,0,0
Theme From 'S.W.A.T.',RHYTHM HERITAGE,11/15/75,90,1,24,25,0,0,0,0,0
Hurt,TIMI YURO,7/24/61,66,4,12,38,0,0,0,0,1
Here There And Everywhere,EMMYLOU HARRIS,3/6/76,110,65,6,38,0,0,0,13,47
Queen Of Clubs,K.C. AND THE SUNSHINE BAND,3/13/76,85,66,5,15,0,0,0,0,0
Anytime,PAUL ANKA,4/3/76,77,33,9,34,0,0,0,0,0
Fallen Angel,POISON,7/30/88,73,12,16,53,0,0,0,0,0
Sally,GRAND FUNK RAILROAD,3/20/76,89,69,4,22,0,0,0,0,0
Movin',BILL BLACK'S COMBO,9/18/61,104,41,8,0,0,0,0,0,0
Love Really Hurts Without You,BILLY OCEAN,4/3/76,85,22,11,43,1,0,0,1,3
Eh Cumpari,GAYLORD AND HOLIDAY,2/28/76,108,72,7,-1,0,0,0,0,0
Falling Apart At The Seems,MARMALADE,3/27/76,99,49,9,-1,0,0,0,0,0
I Thought It Took A Little Time,DIANA ROSS,3/20/76,59,47,7,11,0,0,1,0,12
There Won't Be No Country Music,C.W. McCALL,3/27/76,90,73,4,23,0,0,0,0,0
Baretta's Theme,SAMMY DAVIS JR.,5/8/76,104,101,5,24,0,0,1,0,0
50 Ways To Leave Your Lover,PAUL SIMON,12/20/75,74,1,17,62,0,0,0,16,35
Everyday Without You,"HAMILTON, JOE FRANK AND REYNOLDS",4/3/76,88,62,7,-1,0,0,0,0,0
Happy Days,MARV JOHNSON,11/14/60,109,58,11,4,0,0,0,0,0
Jasper,JIM STAFFORD,4/3/76,90,69,6,-1,0,0,0,0,0
You Are Beautiful,STYLISTICS,3/13/76,94,79,7,19,0,0,0,0,1
Street Talk,B.C. (BOB CREWE) GENERATION,3/6/76,84,56,6,-1,0,0,0,0,0
Hey Baby,HENRY LEE SUMMER,5/20/89,83,18,18,13,0,0,0,0,0
Love In The Shadows,NEIL SEDAKA,4/10/76,84,16,11,-1,0,0,0,0,5
I'm Mandy Fly Me,10CC,4/10/76,85,60,4,21,0,0,0,0,0
It's Over,TEDDY BAKER,10/10/81,108,101,4,-1,0,0,0,0,0
Jealousy,NATALIE MERCHANT,6/15/96,55,23,20,39,0,0,0,0,0
Forever Lovers,MAC DAVIS,4/10/76,88,76,5,9,0,0,0,0,3
Love And Understanding,CHER,6/15/91,60,17,15,32,0,0,0,1,7
Let's Make A Baby,BILLY PAUL,3/6/76,102,83,9,32,0,0,0,1,1
Words,THE MONKEES,7/22/67,78,11,9,25,0,0,0,0,0
Turn The Beat Around,VICKI SUE ROBINSON,4/10/76,93,10,25,40,0,0,0,0,1
I Hope We Get To Love In Time,MARILYN McCOO &amp; BILLY DAVIS JR.,3/27/76,98,92,5,-1,0,0,1,7,11
Mighty High,MIGHTY CLOUDS OF JOY,2/21/76,91,69,10,11,0,0,0,0,0
That's Where The Happy People Go,TRAMMPS,4/10/76,96,27,15,31,0,0,0,1,1
Arms Of Mary,CHILLIWACK,7/29/78,110,67,7,26,0,0,0,0,0
Spirit In The Night,MANFRED MANN'S EARTH BAND,4/30/77,77,40,8,-1,0,0,0,0,0
The Fonz Song,HEYETTES,4/10/76,99,91,6,-1,0,0,0,0,0
I Wanna Stay With You,GALLAGHER AND LYLE,4/10/76,100,49,14,-1,0,0,0,0,0
(Call Me) The Traveling Man,THE MASQUERADERS,2/7/76,105,101,13,16,0,0,0,0,0
More,VIC DANA,7/27/63,127,42,13,12,0,0,0,0,0
Today I Started Loving You Again,BETTYE SWANN,1/27/73,83,46,7,28,0,0,0,0,0
Do What You Feel,DENISE WILLIAMS,6/25/83,110,102,4,-1,0,0,0,0,0
Spanish Hustle,THE FATBACK BAND,3/27/76,107,101,7,-1,0,0,0,0,0
She's A Disco Queen / Party Hearty,OLIVER SAIN,3/27/76,104,103,6,-1,0,0,0,0,1
"Dance, Dance, Dance",THE NEW SEEKERS,9/23/72,99,84,5,3,0,0,0,0,0
Concrete And Clay,EDDIE RAMBEAU,4/24/65,125,35,10,9,0,0,0,0,0
Night And Day,BETTE MIDLER,1/26/91,92,62,7,17,0,0,0,3,13
Too Young To Feel This Old,McKENDREE SPRING,3/27/76,110,110,3,-1,0,0,0,0,0
I Love Rock'n'Roll,JOAN JETT AND THE BLACKHEARTS,2/6/82,63,1,20,-1,0,0,0,0,1
We Got The Beat,GLEE CAST,10/8/11,83,83,1,37,0,0,0,0,1
Chariots Of Fire - Titles,VANGELIS,12/12/81,94,1,28,-1,0,0,0,0,3
Freeze-Frame / Flamethrower,THE J. GEILS BAND,2/20/82,67,4,16,-1,0,0,0,0,0
Make A Move On Me,OLIVIA NEWTON-JOHN,2/13/82,69,5,14,25,0,0,0,4,12
Don't Talk To Strangers,BEAU BRUMMELS,10/9/65,89,52,8,4,0,0,0,0,0
Open Arms,JOURNEY,1/16/82,57,2,18,64,0,0,0,0,1
That Girl,FRANKIE J featuring MANNIE FRESH &amp; CHAMILLIONAIRE,8/26/06,100,43,14,-1,0,0,0,0,1
Key Largo,BERTIE HIGGINS,11/14/81,86,8,29,38,0,0,0,0,0
Do You Believe In Love,HUEY LEWIS AND THE NEWS,2/6/82,77,7,17,54,0,0,0,1,6
Pac-Man Fever,BUCKNER AND GARCIA,1/9/82,76,9,19,24,0,0,0,0,0
Edge Of Seventeen (Just Like The White Winged Dove),STEVIE NICKS,2/20/82,73,11,14,-1,0,0,0,2,15
Should I Do It,THE POINTER SISTERS,1/23/82,82,13,16,26,0,0,0,0,0
(Oh) Pretty Woman,VAN HALEN,2/6/82,84,12,16,52,1,0,0,1,3
One Hundred Ways,QUINCY JONES featuring JAMES INGRAM,12/19/81,83,14,21,-1,0,0,0,27,79
'65 Love Affair,PAUL DAVIS,2/27/82,82,6,20,34,0,0,0,0,1
Sweet Dreams,LA BOUCHE,3/30/96,63,13,32,45,0,0,0,0,0
Find Another Fool,QUARTERFLASH,2/13/82,87,16,13,27,0,0,0,0,0
Take Off,BOB AND DOUG McKENZIE,1/30/82,84,16,14,18,0,0,0,0,6
Nobody Said It Was Easy (Lookin' For The Lights),LE ROUX,2/13/82,85,18,13,-1,0,0,0,0,0
867-5209 / Jenny,TOMMY TUTONE,1/23/82,88,4,27,-1,0,0,0,0,0
Goin' Down,THE MONKEES,11/18/67,110,104,2,36,0,0,0,0,0
My Guy,PETULA CLARK,6/10/72,100,70,13,-1,0,0,0,2,9
Did It In A Minute,DARYL HALL &amp; JOHN OATES,3/20/82,66,9,16,-1,0,0,0,0,6
Get Down On It,KOOL AND THE GANG,2/27/82,88,10,17,56,1,0,0,0,0
Juke Box Hero,FOREIGNER,2/13/82,73,26,13,65,0,0,0,0,3
Baby Makes Her Blue Jeans Talk,DR. HOOK,2/27/82,69,25,12,-1,0,0,0,0,0
I've Never Been To Me,CHARLENE,9/24/77,98,97,3,35,0,0,0,0,0
Ebony And Ivory,PAUL McCARTNEY with STEVIE WONDER,4/10/82,29,1,19,-1,1,0,1,18,78
Always On My Mind,WILLIE NELSON,3/6/82,88,5,23,59,1,0,1,8,49
Centerfold,THE J. GEILS BAND,11/7/81,70,1,25,68,2,0,0,0,0
Bobbie Sue,THE OAK RIDGE BOYS,1/16/82,85,12,14,32,0,0,0,0,0
Mama Used To Say,JUNIOR,2/6/82,106,30,14,32,0,0,0,0,0
The Beatles Movie Medley,THE BEATLES,3/27/82,70,12,11,-1,0,0,0,7,23
Pop Goes The Movies (Part 1) (Medley),MECO,2/13/82,77,35,11,-1,0,0,0,0,1
(Theme From) Magnum P.I.,MIKE POST,2/6/82,80,25,17,-1,0,0,0,5,10
Genius Of Love,TOM TOM CLUB,1/23/82,87,31,17,52,0,0,1,0,0
Hang Fire,THE ROLLING STONES,3/20/82,78,20,11,34,1,0,1,0,0
Don't You Want Me,THE HUMAN LEAGUE,3/6/82,86,1,28,70,6,0,0,0,0
The Other Woman,VICKI LAWRENCE,10/18/75,84,81,3,0,0,0,0,0,0
Shine On,RYAN CABRERA,10/8/05,94,94,1,24,0,0,0,0,0
Empty Garden (Hey Hey Johnny),ELTON JOHN,3/20/82,79,13,17,0,0,0,0,5,34
I'll Try Something New,A TASTE OF HONEY,3/13/82,80,41,10,10,0,0,0,0,0
Making Love,ROBERTA FLACK,3/6/82,80,13,21,33,0,0,0,4,14
Stars On Stevie,STARS ON 45,3/27/82,85,28,10,26,0,0,0,0,0
Still In Saigon,THE CHARLIE DANIELS BAND,3/27/82,75,22,12,26,0,0,0,0,0
Let's Hang On,THE FOUR SEASONS,9/25/65,134,3,18,43,0,0,0,0,0
Shanghai Breezes,JOHN DENVER,3/6/82,87,31,14,18,0,0,0,1,4
If I Had My Wish Tonight,DAVID LASLEY,3/13/82,82,36,10,7,0,0,0,0,0
Tainted Love,SOFT CELL,1/9/82,109,8,44,63,7,0,0,0,0
On A Carousel,THE HOLLIES,3/18/67,99,11,14,43,0,0,0,0,0
Never Give Up On A Good Thing,GEORGE BENSON,2/20/82,84,52,9,42,0,0,0,10,25
Since You Gone,THE CARS,3/27/82,78,41,9,-1,0,0,0,0,0
Man On The Corner,GENESIS,3/20/82,82,40,11,37,0,0,0,1,5
Run For The Roses,DAN FOGELBERG,4/3/82,65,18,14,38,0,0,0,0,1
Man On Your Mind,THE LITTLE RIVER BAND,4/3/82,69,14,16,-1,1,0,0,0,0
It's Gonna Take A Miracle,ROYALETTES,7/17/65,83,41,11,19,0,0,0,0,0
Wake Up Little Susie,SIMON AND GARFUNKEL,4/3/82,67,27,11,43,0,0,1,7,11
On The Way To The Sky,NEIL DIAMOND,2/13/82,70,27,10,7,0,0,0,1,13
Fantasy,MARIAH CAREY,9/30/95,1,1,25,67,3,0,0,5,34
Don't Stop Me Baby (I'm On Fire),THE BOYS BAND,3/6/82,89,61,8,-1,0,0,0,0,0
Circles,ATLANTIC STARR,3/27/82,90,38,11,31,0,0,0,0,0
When He Shines,SHEENA EASTON,4/3/82,75,30,15,23,0,0,0,2,6
One To One,CAROLE KING,3/27/82,86,45,10,21,0,0,1,4,8
The Gigolo,O'BRYAN,3/27/82,82,57,9,12,0,0,0,0,0
I'm In Love Again,PIA ZADORA,3/27/82,87,45,9,-1,0,0,0,0,1
Shake It Up,THE CARS,11/21/81,76,4,22,49,0,0,0,0,0
Hollywood,MICHAEL BUBLE,9/25/10,55,55,1,39,0,0,0,4,9
Baby Step Back,GORDON LIGHTFOOT,4/3/82,80,50,8,24,0,0,0,0,4
I'll Drink To You,DUKE JUPITER,3/27/82,83,58,7,-1,0,0,0,0,0
Work That Body,DIANA ROSS,4/10/82,73,44,7,9,0,0,1,0,12
You Got The Power,WAR,4/3/82,82,66,6,12,0,0,0,0,2
Make Up Your Mind,THE J. GEILS BAND,9/8/73,98,98,2,29,0,0,0,0,0
Just To Satisfy You,WAYLON AND WILLIE,4/3/82,85,52,9,39,0,0,0,0,0
If It Ain't One Thing... It's Another,"RICHARD ""DIMPLES"" FIELDS",4/3/82,83,47,10,-1,0,0,0,0,0
All Night With Me,LAURA BRANIGAN,3/20/82,96,69,7,-1,0,0,0,0,2
When It's Over,SUGAR RAY,6/2/01,76,13,22,56,0,0,0,0,0
Finally,CE CE PENISTON,9/28/91,94,5,33,-1,0,0,0,0,0
Without You (Not Another Lonely Night),FRANKIE AND THE KNOCKOUTS,4/3/82,89,24,15,-1,0,0,0,0,0
A Night To Remember,JOE DIFFIE,5/15/99,96,38,20,31,0,0,0,0,7
Teach Me Tonight,AL JARREAU,3/20/82,109,70,9,33,0,0,0,6,19
If I Could Get You (Into My Life),GENE COTTON,3/13/82,96,76,8,-1,0,0,0,0,0
Right The First Time,GAMMA,4/3/82,87,77,5,7,0,0,0,0,0
Sleepwalk,LARRY CARLTON,2/27/82,87,74,8,41,0,0,0,0,0
Secret Journey,THE POLICE,4/10/82,87,46,8,30,0,0,0,0,0
Loving You,JOHNNY NASH,4/13/74,91,91,3,11,0,0,0,0,1
I Don't Know Where To Start,EDDIE RABBITT,4/10/82,89,35,13,17,0,0,0,0,4
Murphy's Law,CHERI,4/3/82,103,39,13,29,0,0,0,0,0
Over The Line,EDDIE SCHWARTZ,3/20/82,92,91,5,-1,0,0,0,0,0
Tonight I'm Yours (Don't Hurt Me),ROD STEWART,1/23/82,74,20,14,23,0,0,0,1,15
"Mirror, Mirror",DIANA ROSS,1/9/82,80,8,14,15,0,0,1,0,12
Spirits In The Material World,THE POLICE,1/16/82,76,11,13,46,0,0,0,0,0
Leader Of The Band,DAN FOGELBERG,11/28/81,81,9,20,51,1,0,0,0,1
Take It Easy On Me,THE LITTLE RIVER BAND,12/5/81,82,10,19,0,0,0,0,0,0
Just Can't Win 'Em All,STEVIE WOODS,1/23/82,86,38,12,-1,0,0,0,0,0
Summer Nights,"JOHN TRAVOLTA, OLIVIA NEWTON-JOHN AND CAST",8/5/78,66,5,16,-1,1,0,0,0,0
When All Is Said And Done,ABBA,1/9/82,87,27,14,36,0,0,0,0,0
Forget Me Nots,PATRICE RUSHEN,4/10/82,101,23,19,58,1,0,0,0,3
Jamming,GROVER WASHINGTON JR.,4/10/82,102,102,3,9,0,0,0,0,0
Try Jah Love,THIRD WORLD,3/27/82,103,101,10,26,0,0,0,0,8
"Baby, Come To Me",PATTI AUSTIN with JAMES INGRAM,10/16/82,91,1,28,21,0,0,0,1,6
Keep This Heart In Mind,BONNIE RAITT,3/13/82,110,104,9,10,0,0,0,10,26
Who's Foolin' Who,LULU,4/10/82,106,106,1,-1,0,0,0,0,2
Jamaica,BOBBY CALDWELL,3/27/82,110,105,8,20,0,0,0,0,0
As,STEVIE WONDER,11/5/77,81,36,14,50,0,0,1,25,74
Sea Of Heartbreak,DON GIBSON,6/12/61,118,21,15,43,0,0,0,0,3
Come To Me,FRANCE JOLI,9/1/79,90,15,16,33,0,0,0,0,0
Informer,SNOW,1/9/93,79,1,25,62,0,0,0,0,0
Freak Me,SILK,2/20/93,42,1,24,59,0,0,0,0,0
"Nuthin' But A ""G"" Thang",DR. DRE,1/30/93,95,2,27,22,0,0,0,0,0
"I Have Nothing (From ""The Bodyguard"")",WHITNEY HOUSTON,2/27/93,42,4,20,-1,0,0,0,6,25
Don't Walk Away,TONI CHILDS,8/13/88,92,72,7,14,0,0,0,0,3
Cat's In The Craddle,UGLY KID JOE,2/13/93,79,6,20,-1,0,0,0,0,0
Two Princes,SPIN DOCTORS,1/30/93,85,7,29,72,13,0,0,0,1
"Love Is (From ""Beverly Hills, 90210"")",VANESSA WILLIAMS / BRIAN McKNIGHT,1/23/93,92,3,28,-1,0,0,0,0,11
Mr. Wendal,ARRESTED DEVELOPMENT,12/19/92,53,6,24,48,0,0,0,2,5
Bed Of Roses,BON JOVI,1/23/93,81,10,20,56,0,0,0,1,9
Comforter,SHAI,1/23/93,57,10,24,43,0,0,0,0,0
Ordinary World,DURAN DURAN,1/9/93,67,3,22,69,1,0,0,2,2
"I'm Every Woman (From ""The Bodyguard"")",WHITNEY HOUSTON,1/9/93,66,4,23,-1,0,0,0,6,25
Hip Hop Hooray,NAUGHTY BY NATURE,1/30/93,84,8,22,63,7,0,0,0,0
I Got A Man,POSITIVE K,12/19/92,75,14,22,42,0,0,0,0,0
I'm So Into You,SWV,2/6/93,94,6,27,59,0,0,0,0,0
Ditty,PAPERBOY,12/19/92,77,10,30,44,0,0,0,0,1
Looking Through Patient Eyes,P.M. DAWN,3/20/93,55,6,21,35,0,0,0,0,0
A Whole New World (Aladdin's Theme),PEABO BRYSON,12/19/92,54,1,23,53,0,0,0,2,8
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",JEREMY JORDAN,12/12/92,88,14,25,-1,0,0,0,0,1
That's What Love Can Do,BOY KRAZY,1/23/93,79,18,20,21,0,0,0,0,0
Forever In Love,KENNY G,12/19/92,95,18,23,41,0,0,0,1,17
Angel,ARETHA FRANKLIN,7/7/73,77,20,13,5,0,0,1,18,44
If I Ever Lose My Faith In You,STING,2/20/93,77,17,20,44,0,0,0,16,44
It Was A Good Day,ICE CUBE,3/6/93,89,15,20,70,0,0,0,0,0
"I Will Always Love You (From ""The Bodyguard"")",WHITNEY HOUSTON,11/14/92,40,1,26,-1,0,0,0,6,25
Rebirth Of Slick (Cool Like Dat),DIGABLE PLANETS,1/16/93,85,15,20,55,0,0,0,1,2
Down With The King,RUN D.M.C.,3/20/93,67,21,17,41,0,0,0,0,0
"The Crying Game (From ""The Crying Game"")",BOY GEORGE,3/13/93,70,15,17,11,0,0,0,1,4
Man On The Moon,R.E.M.,2/6/93,93,30,15,0,0,0,0,0,0
